customer_id,region,data_usage_mb_2_months_ago,data_usage_mb_last_month,data_usage_mb_this_month,days_since_recharge,complaints_last_30_days,plan_type,account_age_months,churn_risk
C-03961,Lahore North,3114,2888,2839,13,1,prepaid,9,low
C-03301,Lahore North,5271,5052,5131,20,1,prepaid,21,low
C-00367,Lahore North,7707,7143,1524,81,2,prepaid,57,high
C-02693,Lahore South,6873,6111,2234,59,4,postpaid,60,high
C-02584,Lahore Central,7096,6716,1914,63,3,prepaid,22,high
C-00800,Lahore Central,4869,4593,1167,81,4,prepaid,13,high
C-01662,Lahore South,6094,5504,1818,59,5,prepaid,9,high
C-04981,Lahore North,2270,2219,2136,10,1,prepaid,44,low
C-02090,Lahore Central,6179,6079,1352,47,2,postpaid,59,high
C-01785,Lahore South,7441,6366,2070,62,2,postpaid,38,high
C-02322,Lahore North,5252,4937,1326,67,3,postpaid,15,high
C-01802,Lahore South,4153,3863,1434,53,3,postpaid,24,high
C-01441,Lahore South,7395,6618,2433,73,3,prepaid,60,high
C-02215,Lahore South,4911,4188,1394,71,4,postpaid,50,high
C-04914,Lahore South,3570,3838,3886,18,1,prepaid,33,low
C-01610,Lahore South,5719,4876,1092,78,5,prepaid,11,high
C-02738,Lahore South,2996,2647,858,75,3,postpaid,14,high
C-04227,Lahore North,7936,7833,7915,3,0,prepaid,4,low
C-03851,Lahore Central,4279,4158,4328,11,1,postpaid,57,low
C-00364,Lahore South,7566,7188,2157,31,5,prepaid,21,high
C-02946,Lahore North,5833,5530,1515,65,5,postpaid,40,high
C-00319,Lahore North,4727,4261,1626,89,3,prepaid,50,high
C-01945,Lahore North,6141,5286,1251,51,5,prepaid,58,high
C-03665,Lahore South,6673,6569,6615,13,0,postpaid,43,low
C-02922,Lahore Central,6377,5453,1303,43,5,prepaid,58,high
C-03730,Lahore North,4126,4213,4184,20,0,prepaid,23,low
C-04991,Lahore South,3735,3651,3756,5,1,prepaid,20,low
C-02763,Lahore North,3123,2664,622,72,2,prepaid,42,high
C-00271,Lahore Central,7576,6751,2123,37,3,prepaid,31,high
C-00264,Lahore Central,5226,4773,1896,53,3,prepaid,41,high
C-04034,Lahore South,4776,5011,5192,4,1,postpaid,8,low
C-01644,Lahore Central,7773,7047,1906,34,2,prepaid,26,high
C-00170,Lahore North,5496,4963,1245,73,5,prepaid,8,high
C-01241,Lahore Central,5913,5060,1834,75,2,prepaid,19,high
C-03470,Lahore North,7789,8091,7696,2,0,prepaid,6,low
C-00121,Lahore North,7161,6828,1692,49,2,postpaid,8,high
C-03601,Lahore North,3722,3971,3827,4,1,prepaid,55,low
C-04859,Lahore South,7533,7263,7298,9,1,prepaid,10,low
C-02444,Lahore North,6531,6162,1523,50,4,prepaid,53,high
C-02532,Lahore North,7105,7045,1534,43,2,prepaid,25,high
C-04265,Lahore South,2526,2704,2674,13,1,postpaid,3,low
C-04647,Lahore South,3687,3859,3782,10,1,postpaid,50,low
C-04116,Lahore North,4192,4491,4367,10,0,postpaid,40,low
C-01571,Lahore Central,3479,3124,821,71,3,postpaid,11,high
C-00801,Lahore Central,2583,2332,882,58,2,prepaid,4,high
C-03675,Lahore South,5632,5650,5778,18,0,prepaid,36,low
C-04511,Lahore Central,3359,3308,3331,2,1,postpaid,29,low
C-01048,Lahore South,3492,3468,724,86,4,postpaid,40,high
C-00792,Lahore North,4476,3937,1082,79,3,prepaid,31,high
C-00259,Lahore South,5745,5827,1416,33,2,postpaid,34,high
C-00646,Lahore North,4896,4343,1366,77,3,postpaid,50,high
C-03078,Lahore Central,5403,4689,963,62,2,postpaid,56,high
C-00369,Lahore South,3311,3000,855,44,5,prepaid,14,high
C-00443,Lahore North,2528,2233,735,35,4,prepaid,5,high
C-03530,Lahore Central,5985,6196,5926,15,1,postpaid,30,low
C-03497,Lahore North,6221,6376,6500,1,0,prepaid,34,low
C-03914,Lahore South,7691,7996,8381,20,0,prepaid,6,low
C-00968,Lahore North,5082,4702,974,65,4,prepaid,34,high
C-04246,Lahore South,6622,7111,7335,15,1,prepaid,7,low
C-02825,Lahore South,5229,5118,1311,88,3,prepaid,34,high
C-04169,Lahore South,2836,2692,2578,17,0,postpaid,9,low
C-00106,Lahore Central,7410,6400,1587,34,3,prepaid,29,high
C-02314,Lahore Central,2629,2662,1021,78,5,postpaid,27,high
C-03569,Lahore North,6087,6148,6073,9,0,postpaid,31,low
C-02247,Lahore Central,3793,3860,1197,89,3,prepaid,20,high
C-00564,Lahore North,6433,5503,1996,69,3,postpaid,18,high
C-02970,Lahore Central,5294,4734,1662,85,2,prepaid,14,high
C-03727,Lahore North,3512,3728,3846,18,1,postpaid,60,low
C-01814,Lahore South,5652,5522,1341,59,3,postpaid,26,high
C-03572,Lahore North,2377,2293,2387,20,1,postpaid,14,low
C-03915,Lahore North,7753,8034,8143,9,0,prepaid,28,low
C-01862,Lahore South,6274,6369,2412,50,3,postpaid,3,high
C-00685,Lahore North,3024,2938,1014,35,3,prepaid,34,high
C-01810,Lahore North,6406,5847,2249,60,3,prepaid,23,high
C-00670,Lahore South,3367,3089,676,65,2,prepaid,52,high
C-02038,Lahore North,5174,5105,1779,42,4,prepaid,59,high
C-00345,Lahore South,4954,4300,864,58,4,postpaid,9,high
C-03546,Lahore Central,5629,6014,5812,17,0,prepaid,53,low
C-03753,Lahore North,5965,5596,5331,19,1,postpaid,3,low
C-01343,Lahore South,7410,7236,1753,47,2,postpaid,14,high
C-01319,Lahore North,7525,7586,2675,41,2,postpaid,56,high
C-00952,Lahore North,6400,5444,1878,88,5,postpaid,47,high
C-04715,Lahore North,3493,3347,3420,7,0,prepaid,15,low
C-01392,Lahore Central,3494,3248,740,74,4,postpaid,29,high
C-00166,Lahore North,2884,2691,1027,87,2,postpaid,41,high
C-03527,Lahore Central,4748,4533,4329,14,0,postpaid,7,low
C-02703,Lahore Central,5207,5293,1783,79,3,prepaid,39,high
C-01117,Lahore North,2496,2256,700,60,2,postpaid,43,high
C-01609,Lahore Central,5346,4926,1953,61,3,prepaid,59,high
C-01842,Lahore South,2122,1929,471,34,2,postpaid,32,high
C-04545,Lahore Central,4972,5194,5287,1,0,postpaid,3,low
C-04876,Lahore South,7870,7869,8148,15,1,postpaid,6,low
C-00931,Lahore Central,6018,5158,1883,49,5,postpaid,17,high
C-02975,Lahore North,3706,3522,1239,62,5,prepaid,38,high
C-02684,Lahore Central,4547,4534,1502,38,3,postpaid,13,high
C-02291,Lahore South,7930,7435,2275,54,2,prepaid,29,high
C-03396,Lahore North,6673,6587,6418,6,1,prepaid,50,low
C-03006,Lahore South,5350,4619,1353,76,2,prepaid,20,high
C-00203,Lahore South,7806,7879,2063,71,4,prepaid,45,high
C-02016,Lahore Central,6956,6054,2098,86,3,postpaid,18,high
C-03628,Lahore North,2558,2378,2273,3,1,postpaid,27,low
C-04716,Lahore Central,6030,5993,5911,19,1,prepaid,47,low
C-01787,Lahore Central,6283,5605,1408,41,3,prepaid,47,high
C-03692,Lahore North,4796,4889,4879,14,1,postpaid,27,low
C-02066,Lahore South,2591,2508,655,49,3,prepaid,55,high
C-02034,Lahore Central,3247,3055,1170,69,4,postpaid,38,high
C-04733,Lahore Central,7144,7268,7060,11,0,prepaid,21,low
C-00954,Lahore South,3755,3520,990,37,5,prepaid,36,high
C-00256,Lahore South,4030,3522,740,85,5,prepaid,58,high
C-01830,Lahore Central,3021,2615,614,76,2,prepaid,51,high
C-02005,Lahore North,6048,5967,1690,49,3,postpaid,43,high
C-04678,Lahore South,5149,5377,5596,15,0,postpaid,56,low
C-04549,Lahore Central,6780,6626,6702,1,0,postpaid,14,low
C-02244,Lahore South,4288,3773,1334,80,2,postpaid,25,high
C-00671,Lahore North,5252,4932,1968,46,3,prepaid,44,high
C-03394,Lahore Central,4189,4519,4603,6,0,prepaid,35,low
C-02056,Lahore South,7237,6578,1544,53,5,postpaid,52,high
C-01063,Lahore North,5573,4756,1225,60,4,postpaid,17,high
C-02162,Lahore Central,6727,6356,2401,51,4,prepaid,45,high
C-00011,Lahore Central,5786,5291,2105,74,3,postpaid,56,high
C-04571,Lahore South,6674,6828,7052,9,1,prepaid,19,low
C-03258,Lahore South,6779,6679,6471,13,0,prepaid,16,low
C-01321,Lahore Central,2927,2656,891,84,2,postpaid,22,high
C-01833,Lahore South,2132,1814,654,84,2,postpaid,26,high
C-04774,Lahore Central,4236,4494,4630,1,0,postpaid,35,low
C-04658,Lahore South,6400,6056,6089,15,0,postpaid,19,low
C-02723,Lahore South,3289,3321,1206,79,4,postpaid,16,high
C-04840,Lahore North,5828,5407,5608,16,1,prepaid,36,low
C-00305,Lahore Central,2186,2221,649,64,5,postpaid,55,high
C-03193,Lahore South,7673,6793,1699,41,2,postpaid,59,high
C-01152,Lahore South,6695,5834,1760,56,5,postpaid,14,high
C-04089,Lahore Central,5904,5984,5987,4,1,postpaid,23,low
C-02492,Lahore Central,3634,3583,841,42,2,prepaid,39,high
C-03893,Lahore North,4681,4760,4656,6,0,postpaid,44,low
C-04467,Lahore Central,7819,7805,7724,7,0,prepaid,37,low
C-03244,Lahore North,7574,7963,7950,3,0,prepaid,50,low
C-04483,Lahore Central,3029,3121,3168,15,0,postpaid,54,low
C-00049,Lahore Central,7587,6770,1493,86,5,prepaid,18,high
C-03862,Lahore North,2422,2594,2658,9,1,postpaid,16,low
C-01159,Lahore North,3329,2888,1083,61,3,prepaid,43,high
C-00095,Lahore Central,6534,6143,1751,65,4,postpaid,47,high
C-02625,Lahore North,4878,4928,1617,35,2,postpaid,3,high
C-04362,Lahore Central,2724,2858,2845,2,1,postpaid,42,low
C-01385,Lahore Central,6759,6566,2005,81,3,prepaid,18,high
C-03626,Lahore South,4718,4560,4382,17,0,prepaid,16,low
C-03590,Lahore Central,6714,6348,6085,11,1,prepaid,29,low
C-01980,Lahore South,4802,4189,1127,65,3,postpaid,21,high
C-00343,Lahore North,3521,3399,1128,79,4,prepaid,48,high
C-01225,Lahore Central,4601,4414,1554,80,5,postpaid,51,high
C-02349,Lahore North,7694,7280,2088,65,3,postpaid,40,high
C-02519,Lahore North,6093,5877,1869,68,5,prepaid,32,high
C-00168,Lahore South,6346,5712,1719,36,2,prepaid,30,high
C-00701,Lahore Central,4157,3916,1138,62,5,prepaid,59,high
C-00699,Lahore Central,7710,7195,2254,52,4,postpaid,20,high
C-00065,Lahore South,7159,6785,2331,61,5,prepaid,12,high
C-03194,Lahore South,5510,5441,1603,36,5,prepaid,8,high
C-04903,Lahore North,3426,3668,3659,8,0,prepaid,11,low
C-01813,Lahore Central,2179,1904,673,75,4,postpaid,60,high
C-01771,Lahore North,4150,4062,1283,76,3,postpaid,29,high
C-03694,Lahore South,2593,2766,2888,4,1,prepaid,60,low
C-03447,Lahore North,3424,3594,3745,5,0,prepaid,20,low
C-04259,Lahore North,5516,5848,5677,1,0,postpaid,3,low
C-01627,Lahore North,2647,2584,631,50,3,postpaid,20,high
C-04090,Lahore Central,3023,2818,2914,15,0,postpaid,41,low
C-00774,Lahore South,6742,6143,1272,50,4,postpaid,55,high
C-04420,Lahore Central,5475,5518,5271,3,0,prepaid,10,low
C-04611,Lahore North,2701,2864,2951,2,0,postpaid,57,low
C-01311,Lahore Central,5103,4829,1224,70,4,prepaid,46,high
C-00736,Lahore Central,7724,7442,2048,63,2,postpaid,13,high
C-00029,Lahore South,2794,2687,727,59,2,prepaid,6,high
C-02449,Lahore North,3530,3343,962,33,4,prepaid,45,high
C-00556,Lahore South,5173,4975,1598,62,5,postpaid,41,high
C-03019,Lahore North,2119,1930,512,78,3,prepaid,6,high
C-01686,Lahore Central,4252,4078,1140,75,4,postpaid,43,high
C-02200,Lahore Central,6110,6095,2112,80,4,prepaid,34,high
C-03040,Lahore South,7147,6289,2052,52,2,postpaid,45,high
C-03397,Lahore Central,7266,7103,7137,20,1,prepaid,32,low
C-03255,Lahore Central,2603,2448,2467,16,0,prepaid,50,low
C-01919,Lahore South,6943,6084,1962,59,5,postpaid,10,high
C-01774,Lahore South,4419,4273,1137,74,4,postpaid,41,high
C-03290,Lahore North,6420,6190,5891,20,0,prepaid,8,low
C-00463,Lahore Central,6934,6269,2267,44,2,postpaid,12,high
C-00454,Lahore North,7738,7039,2206,66,3,postpaid,37,high
C-03796,Lahore Central,5341,5084,4877,15,1,postpaid,31,low
C-04048,Lahore North,3227,3233,3326,6,1,prepaid,21,low
C-01643,Lahore North,7003,6345,2036,76,2,postpaid,8,high
C-03677,Lahore North,6916,7199,7288,20,0,prepaid,19,low
C-03103,Lahore North,5789,5381,1115,58,2,prepaid,32,high
C-04533,Lahore North,7676,7779,7500,9,0,prepaid,50,low
C-03655,Lahore South,2333,2373,2426,17,0,prepaid,21,low
C-00109,Lahore South,6461,5738,1318,82,3,prepaid,6,high
C-02784,Lahore South,5391,5184,1293,78,4,postpaid,50,high
C-03634,Lahore South,7748,7255,6960,17,1,postpaid,54,low
C-04482,Lahore South,3227,3462,3624,19,1,postpaid,46,low
C-00686,Lahore South,3779,3431,900,53,5,prepaid,24,high
C-00882,Lahore Central,3440,3016,620,37,2,prepaid,49,high
C-04813,Lahore North,7613,8128,8168,14,0,postpaid,32,low
C-04972,Lahore South,6699,6335,6314,17,0,prepaid,46,low
C-03744,Lahore North,7917,7584,7391,16,1,postpaid,31,low
C-04948,Lahore Central,7376,6876,7075,18,0,prepaid,42,low
C-02972,Lahore Central,4620,4519,1220,45,4,postpaid,11,high
C-04509,Lahore Central,5840,5896,6124,5,1,prepaid,14,low
C-02311,Lahore North,3817,3767,1360,36,5,postpaid,49,high
C-04345,Lahore Central,7609,7439,7798,9,0,postpaid,53,low
C-01789,Lahore North,3556,3465,1328,63,4,prepaid,16,high
C-00405,Lahore South,3008,2858,791,50,3,prepaid,20,high
C-00458,Lahore Central,7772,7818,2774,85,4,prepaid,26,high
C-04437,Lahore North,5919,6021,5872,8,0,postpaid,22,low
C-03937,Lahore Central,3960,4016,4169,14,1,prepaid,43,low
C-00672,Lahore South,5193,4687,1169,58,3,prepaid,36,high
C-04379,Lahore South,4708,4552,4474,15,1,prepaid,18,low
C-04786,Lahore South,7791,7863,7682,3,0,postpaid,34,low
C-00605,Lahore North,2331,2068,615,46,4,prepaid,5,high
C-04749,Lahore South,4701,4550,4671,16,1,postpaid,26,low
C-00657,Lahore North,3074,3124,1053,76,4,prepaid,38,high
C-01575,Lahore South,7716,7268,1605,87,5,postpaid,20,high
C-01847,Lahore North,7038,6108,1497,76,4,postpaid,48,high
C-02914,Lahore South,7263,6847,1706,65,4,postpaid,38,high
C-00766,Lahore South,6508,5952,2104,66,3,prepaid,58,high
C-01435,Lahore Central,5758,5313,1250,40,5,postpaid,21,high
C-04147,Lahore North,6225,5949,6082,18,0,prepaid,52,low
C-03015,Lahore South,7983,7634,2799,44,4,postpaid,35,high
C-02799,Lahore Central,5524,5607,1209,69,3,prepaid,19,high
C-00569,Lahore Central,7592,6549,2570,62,2,postpaid,5,high
C-00957,Lahore South,6537,6009,2385,42,2,postpaid,46,high
C-04487,Lahore Central,4253,4468,4525,9,0,postpaid,55,low
C-00312,Lahore Central,6846,6842,2615,73,5,postpaid,6,high
C-04609,Lahore Central,4941,4904,5080,15,1,prepaid,23,low
C-01087,Lahore Central,6191,5843,1777,40,2,prepaid,59,high
C-04389,Lahore South,5390,5507,5320,15,1,postpaid,15,low
C-00880,Lahore Central,3308,3188,665,53,4,prepaid,30,high
C-02909,Lahore North,6892,6119,1758,36,3,prepaid,23,high
C-02459,Lahore Central,3222,3090,721,67,4,prepaid,8,high
C-01535,Lahore Central,5962,6063,2207,46,5,prepaid,30,high
C-00103,Lahore North,6610,6685,1450,37,5,prepaid,52,high
C-03963,Lahore North,6106,5973,5699,12,1,prepaid,38,low
C-04747,Lahore North,4886,4965,5113,12,1,prepaid,57,low
C-02729,Lahore Central,6073,5362,2107,89,2,postpaid,53,high
C-01559,Lahore Central,2612,2457,610,89,4,postpaid,42,high
C-00464,Lahore South,4712,4602,1139,40,2,postpaid,31,high
C-03579,Lahore Central,2780,2856,2727,8,0,prepaid,26,low
C-00840,Lahore North,4826,4146,1048,33,3,postpaid,28,high
C-03430,Lahore South,3785,4050,4095,7,1,prepaid,58,low
C-03888,Lahore South,3478,3519,3408,10,0,postpaid,20,low
C-00468,Lahore North,2603,2566,530,50,4,prepaid,7,high
C-02628,Lahore South,6665,5819,1214,34,5,postpaid,46,high
C-04314,Lahore South,7817,7982,7873,10,1,postpaid,18,low
C-02923,Lahore Central,2562,2477,614,63,3,postpaid,5,high
C-04463,Lahore Central,5834,5680,5811,16,0,prepaid,36,low
C-01160,Lahore North,3827,3703,1086,45,5,postpaid,54,high
C-00828,Lahore Central,6110,5473,2108,53,2,prepaid,39,high
C-02979,Lahore South,6464,5634,1276,80,3,prepaid,19,high
C-04084,Lahore South,6869,6488,6250,3,1,postpaid,35,low
C-04615,Lahore Central,5196,5102,5239,13,1,prepaid,52,low
C-02129,Lahore South,5648,5673,1236,52,3,postpaid,26,high
C-03511,Lahore North,6614,6662,6789,2,0,postpaid,34,low
C-03002,Lahore North,3181,2754,769,51,3,prepaid,40,high
C-02691,Lahore North,5055,4913,1023,62,2,postpaid,24,high
C-00973,Lahore South,2797,2581,1028,52,2,prepaid,18,high
C-02553,Lahore South,5470,5454,1625,51,2,postpaid,53,high
C-00191,Lahore North,7958,8060,2652,45,2,prepaid,19,high
C-00219,Lahore Central,6094,5798,1178,66,3,prepaid,21,high
C-04197,Lahore Central,7206,7362,7594,9,1,prepaid,32,low
C-03457,Lahore North,4740,4621,4726,9,1,postpaid,59,low
C-00136,Lahore South,4657,4588,1186,57,3,prepaid,36,high
C-00764,Lahore Central,4048,3663,1207,80,3,prepaid,8,high
C-02184,Lahore North,3959,3848,1104,89,4,prepaid,60,high
C-00577,Lahore North,4629,4234,1521,54,4,postpaid,4,high
C-01977,Lahore Central,7379,6846,1479,32,3,prepaid,50,high
C-00547,Lahore North,2293,2166,433,80,4,prepaid,44,high
C-00045,Lahore South,2416,2091,595,32,2,postpaid,52,high
C-01853,Lahore South,4288,4122,1248,51,3,postpaid,24,high
C-02263,Lahore South,5498,5324,2060,65,3,prepaid,50,high
C-02827,Lahore Central,2692,2327,487,59,2,prepaid,47,high
C-04540,Lahore South,7453,7687,7911,20,0,postpaid,21,low
C-00240,Lahore Central,7586,7695,3057,52,2,postpaid,60,high
C-02566,Lahore North,7983,6936,1615,63,4,prepaid,50,high
C-01906,Lahore North,2433,2362,641,79,2,prepaid,36,high
C-04530,Lahore South,4112,3868,3880,13,0,prepaid,32,low
C-00473,Lahore Central,4955,4214,916,70,5,prepaid,9,high
C-04194,Lahore Central,2219,2395,2419,11,1,postpaid,53,low
C-01784,Lahore Central,6664,6698,2553,84,3,prepaid,26,high
C-01248,Lahore North,3445,3147,1072,61,3,prepaid,31,high
C-02019,Lahore North,3209,2971,821,68,5,postpaid,9,high
C-02945,Lahore Central,7056,6785,2532,66,3,prepaid,31,high
C-03906,Lahore South,3582,3464,3633,13,0,prepaid,18,low
C-03993,Lahore North,5291,5440,5359,14,1,prepaid,26,low
C-00298,Lahore North,6180,5721,1207,62,5,postpaid,39,high
C-01527,Lahore North,6450,6469,2429,78,5,prepaid,28,high
C-04997,Lahore South,6774,6341,6100,1,1,prepaid,58,low
C-04257,Lahore South,7117,7380,7252,3,0,prepaid,26,low
C-03188,Lahore Central,5486,5277,1960,37,3,prepaid,53,high
C-02091,Lahore South,3122,2823,702,81,3,prepaid,45,high
C-03212,Lahore Central,4031,3995,4160,17,0,prepaid,4,low
C-00896,Lahore Central,7761,7202,2261,31,5,postpaid,52,high
C-04528,Lahore North,7184,7269,7620,12,0,postpaid,49,low
C-00977,Lahore Central,2800,2764,608,43,4,postpaid,35,high
C-02170,Lahore North,6029,6075,1696,55,5,prepaid,21,high
C-04035,Lahore South,5980,6170,5980,14,1,prepaid,60,low
C-03690,Lahore South,7272,7152,7473,6,0,prepaid,32,low
C-03860,Lahore South,4408,4508,4509,5,1,postpaid,25,low
C-00714,Lahore South,4581,4322,1726,56,5,postpaid,41,high
C-03702,Lahore North,7419,7588,7470,6,0,prepaid,29,low
C-03363,Lahore Central,2599,2466,2453,6,0,prepaid,55,low
C-03834,Lahore North,4456,4580,4597,8,1,prepaid,33,low
C-04898,Lahore North,7472,7265,7342,14,1,postpaid,47,low
C-01404,Lahore Central,5336,5348,1608,81,3,prepaid,40,high
C-01541,Lahore North,7923,7351,1483,52,3,postpaid,60,high
C-01897,Lahore Central,3922,3547,962,38,4,prepaid,53,high
C-00325,Lahore South,3884,3552,1302,65,4,postpaid,51,high
C-04554,Lahore South,7427,7608,7378,2,1,prepaid,5,low
C-03080,Lahore South,6017,5907,1814,51,3,prepaid,31,high
C-02617,Lahore South,2862,2833,762,53,5,prepaid,23,high
C-02384,Lahore North,4744,4467,1293,73,4,postpaid,39,high
C-02688,Lahore Central,4948,4691,1604,30,3,prepaid,11,high
C-00431,Lahore North,6030,6110,2410,75,4,prepaid,5,high
C-02828,Lahore Central,4839,4921,1528,69,2,prepaid,32,high
C-00024,Lahore South,7979,7717,2643,72,4,postpaid,60,high
C-04751,Lahore Central,5664,5345,5231,8,1,postpaid,42,low
C-04124,Lahore South,3081,2995,3090,3,1,postpaid,23,low
C-04598,Lahore Central,3491,3392,3420,17,1,prepaid,6,low
C-04879,Lahore South,3457,3712,3834,9,1,prepaid,12,low
C-02857,Lahore North,5271,5151,1828,68,5,prepaid,16,high
C-02357,Lahore North,7474,6598,2127,33,2,postpaid,36,high
C-01634,Lahore South,5115,4896,1209,60,3,postpaid,56,high
C-04662,Lahore South,4067,4166,4067,17,1,prepaid,10,low
C-02604,Lahore Central,6538,5713,1753,66,5,prepaid,27,high
C-01991,Lahore Central,5233,5013,1596,56,4,prepaid,30,high
C-01870,Lahore Central,5125,5086,1277,59,5,prepaid,59,high
C-03168,Lahore South,3393,3223,1280,52,2,postpaid,58,high
C-02717,Lahore North,2647,2329,598,64,2,postpaid,56,high
C-00401,Lahore North,3875,3546,1227,36,4,postpaid,59,high
C-04544,Lahore North,7680,7523,7325,20,1,postpaid,25,low
C-03475,Lahore South,3119,3008,2867,8,0,prepaid,45,low
C-00075,Lahore South,3797,3403,1011,51,5,prepaid,56,high
C-02476,Lahore Central,2221,1985,426,79,3,prepaid,12,high
C-04214,Lahore Central,2200,2162,2229,20,0,postpaid,51,low
C-02550,Lahore North,6344,6439,1610,48,5,postpaid,46,high
C-00750,Lahore North,7217,7279,1854,36,3,prepaid,4,high
C-00461,Lahore South,6603,6391,2465,44,3,postpaid,22,high
C-03416,Lahore Central,3202,3247,3131,20,0,prepaid,20,low
C-00144,Lahore Central,3885,3703,1001,42,4,prepaid,43,high
C-00768,Lahore North,7131,6280,2384,30,4,prepaid,32,high
C-01983,Lahore North,6685,6593,2345,30,2,postpaid,58,high
C-01747,Lahore Central,6876,6228,1730,30,4,postpaid,23,high
C-02437,Lahore South,3480,3490,1033,46,4,postpaid,33,high
C-02250,Lahore Central,4001,3916,1306,84,3,postpaid,36,high
C-00501,Lahore North,5084,5057,1475,59,4,postpaid,40,high
C-01002,Lahore North,3928,3537,1315,88,5,postpaid,59,high
C-00752,Lahore South,2213,2016,680,38,5,postpaid,14,high
C-00187,Lahore North,5313,5156,1461,55,2,postpaid,13,high
C-01987,Lahore North,2650,2426,788,60,3,postpaid,41,high
C-00688,Lahore South,5851,5153,1953,82,5,prepaid,10,high
C-00326,Lahore South,6002,6087,1998,59,3,postpaid,13,high
C-00727,Lahore South,5270,4714,1318,79,3,prepaid,33,high
C-02267,Lahore Central,7945,7985,1923,78,4,postpaid,12,high
C-02432,Lahore Central,4358,3859,1511,43,3,prepaid,50,high
C-03960,Lahore South,5219,4835,5023,9,1,prepaid,34,low
C-03146,Lahore South,3261,3220,1227,52,2,prepaid,42,high
C-01193,Lahore South,2470,2254,455,85,5,postpaid,13,high
C-00273,Lahore Central,3131,2937,916,60,5,postpaid,14,high
C-02781,Lahore North,2065,1818,490,63,3,postpaid,29,high
C-04383,Lahore Central,3254,3431,3548,10,1,postpaid,41,low
C-02809,Lahore South,6580,6274,1606,51,3,postpaid,51,high
C-04404,Lahore Central,4802,5102,4935,5,1,postpaid,44,low
